COMPANYNAME,QUARTER,YEAR,QUESTION,ANSWER,CLEAR,ASSERTIVE,CAUTIOUS,OPTIMISTIC,SPECIFIC,RELEVANT
TECD,Q4,2008,"Okay. And then just lastly, when you speak with your vendors are you seeing any changes on their part their view of the channel, are they trying to extent more of the larger resellers direct versus through the channel or vice versa?","No, first of all, Rich, I would say that every vendor has its own story, based on their products and their perceived optimum coverage model. The good news is I think most vendors today acknowledge that IT distribution is a lower cost variable cost relative to market model that they can deploy. And so when times get tough and they look to go to lower cost models, they turn to distribution and they see our value, they appreciate our ability to execute and to cover larger chunks of the market.

Now, I wouldn’t say that there is a wholesale move towards IT distribution. It really is a vendor-by-vendor dialog and that’s why we talk in both Jeff's comments and in my comments about the depth of the relationships we have with vendors. We were able to sit with them and understand their challenges and their perceived weakness in coverage and the cost and expense issues they have, and we are able to map out our value against their challenges. And when we do that we clearly deepen the strategic relationship we have with vendors. So, as I said in my comments, I believe during these difficult times there is an opportunity for Tech Data to strengthen its relationship and its position in the markets and we are actively engaged in both geographies with those strategic dialogs with our vendors.",1.0,1.0,1,1.0,1.0,2.0
RHT,Q3,2013,"Okay. And then just maybe one follow-up. You guys I'm sure get a lot of the same questions in terms of the potential decline in the amount of UNIX to Linux opportunity there is out there. I guess, when you looked at the fourth quarter numbers or you look at it over a 12-month basis, I guess is there any real -- I guess everybody is thinking there's some sort of ledge that we're coming to. Do you see any real, I guess, risk of that over the next 12 months? Or do you still see that as a pretty fertile opportunity for you all?","I -- well, I mean I think the healthcare deal we talked about is a great example. While we've done a lot of work replacing UNIX in areas like financial services and in telecommunications, if we look at mainstream verticals, we're still in the early days with a lot of very large companies who are -- kind of walk [ph] on the late majority. And that makes up a big, big, big chunk of the UNIX footprint out there. Those are also typically for us a little bit higher price points as people are looking for kind of the higher levels of service and our higher levels of subscription. So I don't think we see at all right now any slowing in that momentum. It's just a move from the early adopters to the kind of late majority in terms of the customers that are now making those migrations. The good news for us is they're big. And so things like healthcare, I think you'll see more deals in sectors like that as we go forward.",2.0,2.0,1,1.0,2.0,2.0
SMCI,Q3,2012,"Okay. And then just now go back up to where you've seen the demand come from, I mean and I'm sure some of this is tied, I know you talked a little about the data center being little bit lumpier people waiting and so I get that 40% is a big change quarter to quarter though. As you also look geographically, I mean, U.S. is down 15% and Europe was up a little bit which seems a little bit counterintuitive in a way, Asia I believe being up 34% quarter to quarter, that makes sense. But anything you can attribute to the different shifts you have there both geographically and sort of where end markets of those are coming from?","Yeah, USA is more competitive in the last two quarters. Especially when we have a hard drive high price appraisal. And another fact I believe because our FatTwin– our FatTwin is really remarkable architecture, and we also experienced some customers they're waiting for that. The good thing is that product line is in production now finally. So that we have our performance in this quarter, December quarter.",2.0,1.0,1,2.0,2.0,2.0
CTAS,Q1,2008,Okay. And then just on that last point. Can you help me understand exactly how the economics of that work around selling the paper on the back end? And how much of the profitability comes from that? The business nicely profitable without that or can you give me any metrics to help understand that?,"We won’t provide metrics on it obviously, but we can tell you is the way it operates is not only are you picking up a very saleable commodity. So you are turning back around either bailing it at room side or selling into recycler and when the demand for that product is very high like it is currently, you are essentially covering a lot of cost by selling that paper. Though it’s very, it’s positive at this point in time and it's a… we believe, we will continue to be positive.",2.0,2.0,0,2.0,2.0,2.0
PDLI,Q2,2012,"Okay. And then just the last question, I'm familiar with Merus. What other assets does it have? Is this still purchased from Novartis as main asset, or are there other interesting things in this portfolio?","At this point it's main asset, Phil. These are folks -- what they're doing is they're trying to build the company, they're looking for similar size asset by big pharma spin-offs, products that are reasonable stable and revenues reasonably mature in their life upon which they can build the business and I think that's -- they've been pretty public about their aspirations.",1.0,0.0,1,1.0,0.0,1.0
VRTV,Q4,2018,"Okay. And then just to be clear, payables in 2019 is an expected tailwind after being a headwind in the fourth quarter of this year -- of last year?","Steve is shaking his head and said, yes.",2.0,1.0,1,1.0,1.0,2.0
CTAS,Q1,2008,"Okay. And then kind of different way, when you look at your different product lines now, what product like do you think stands the benefit most from Project One Team?","I think out of the gate first, it’s the other services emerging businesses because you are bringing a lot of customers to that with Fire and Document Management especially, Fire. If you have a lot of customers that we have that you can use that service when you have thousand business customers, most of this are in a rental business as you know. So, I think out of the gate those emerging businesses should have the best opportunity, but we also believe this new sales organization… for the fact that we talked about previously are going to benefit all of the divisions.",2.0,0.0,1,2.0,2.0,2.0
UHS,Q2,2012,"Okay. And then last question on the non-controlling interest, how should we think about that sort of from a modeling perspective going forward? Is that on a pure dollars basis?","Yeah, as everybody I think knows, the most significant item on that non-controlling interest line is the minority interest in the Vegas market. And, as Darren I think and others have asked about, that’s a market that’s been soft, I think that part of our reason for revising guidance is an expectation that at least in the short run it remains so. To me, the current run rate in that market, and therefore the impact on that line is probably as good a guide to at least the next couple of quarters than anything else.",2.0,1.0,1,1.0,2.0,2.0
KONA,Q1,2013,"Okay. And then last question, can you just comment anything else that you can give us on kind of comp trends during the quarter and kind of what you have seen as weather has improved recently?","And we are expecting snow in Denver in two days, so the day that we hate to use weather as an excuse, but the day that kind of stay clear and nice days we see significant improvements year-over-year, so…",1.0,0.0,1,0.0,1.0,2.0
KONA,Q1,2013,"Okay. And then last question, can you just comment anything else that you can give us on kind of comp trends during the quarter and kind of what you have seen as weather has improved recently?","Mark, I think kind of we gave guidance of 1% for the second quarter and that kind of takes into account what we are seeing to-date. We actually get the benefit from Easter moving out of the second quarter, but then also with weather we have seen a little bit of both. We have seen some rainy weather, especially in Texas in some of the Midwest markets, and even I think upcoming there is a lot of rain expected in the Minneapolis, Chicago market began, so…. So, yeah, I think we are seeing better trends in Q1, but definitely we are not clearing out of the wood. So, 1% comp guidance we feel is something we can obtain for Q2.",2.0,1.0,1,1.0,2.0,2.0
DGII,Q3,2018,"Okay. And then lastly back to the large pharma opportunity when that you announced last quarter you haven’t provided a name, I’m curious if you are able to speak who that customer or provide some indication, the size or scope as well as the expansion opportunity with different products or even geographies?","Yes. I would be more than happy to provide the names I could, I can’t for confidentiality reasons. What I can say is that we began implementation last quarter, it does continue into this quarter, we feel like we will be substantially complete with that implementation by the end of our fiscal year and it is a multi-1000 unit deployment as I mentioned earlier. Our ability to execute those large widely distributed types of implementations are really - it has really become a competitive advantage. It’s not just the product and the offering, it’s not the price, it's not just the remote support, but our ability to train and to implement cost effectively is a real advantage for us.",2.0,2.0,1,1.0,1.0,2.0
VCEL,Q3,2017,Okay. And then lastly for me and then I'll get back in the queue. With regard to sales force expansion is 40 sort of the right number now that you have essentially full access in payor coverage and how should we think about the trend in potential sales force growth going forward to the extent the demand continues to pull through?,"Yes. Thanks Kevin, it's Nick. For the time being, we do think it's the right number. As Dan mentioned, there were a couple drivers, one is that with increased expanded medical policies, it opened up some geographies where we didn't have good Carticel coverage in the past, so that was sort of an easy one. And then as you think about a sales force expansion, obviously there's a larger universe of orthopedic surgeons that we would like to reach with the appropriate frequency and making sure we can do that in light of increasing workloads being driven by increased by biopsies implants et cetera. So it's a combination of all of those factors, increased medical policy better region frequency on our target universe, and making sure that we can do count the work activity for our sales reps.",2.0,1.0,1,2.0,1.0,1.0
PM,Q3,2011,"Okay. And then lastly, Hermann, looking out now in the EU over the next several years, how comfortable -- how confident are you that you can grow your operating income in that market over time in light of the fact that presumably, there's going to be a difficult economic backdrop? There'll be, presumably, government austerity measures. The governments will certainly be looking to increase excise taxes as a source of revenue.","Okay. I mean, there are, of course, the markets that we know already, like Spain, which are already in difficulties as of today. However, there are a couple of positive aspects to the EU business, really, because you asked the question in a longer context, in a 2-, 3-year context. First, it is really encouraging to see that we see clearly moderating total market declines. So in the quarter or in also year-to-date, we talk about 3.6%, 3.7%. And actually, on a year-to-date basis, half of that is just Spain. So, i.e. all the other markets together are declining not even 2%. Germany is growing. France is stable, and Italy is almost stable. So that's pretty good. What will the austerity measures do? Well, the point really is what will unemployment do. We have seen that, of course, a steep increase in dramatic levels of unemployment, like in Spain, have an impact. I do not see Spain happening everywhere in Europe. This is very overdone. I don't think that's going to happen. So then on excise tax pressure, could be. Of course, I can't exclude it. But given the financing needs of those governments, I would rather see pressure on general VAT increases. In Europe, those could happen, of course, affecting all products, including our products. That being said, a VAT increase has always been manageable at the end of the day in the past. Why wouldn't we be able to manage it -- to manage through these occasions also going into the future.",2.0,2.0,1,2.0,2.0,2.0
ENTR,Q4,2009,"Okay. And then lastly, as far as revenues go, this amount of revenue growth you have seen these last two quarters, Q4 and Q3, well you are projecting Q1, do you think you are at risk of some lumpiness with inventory build-up, or do you think that this (inaudible) is going to help you see sequential growth throughout the year?","I will not provide specific guidance on the current quarter. I would say, generally if we look at it from a market standpoint, we should be growing throughout the year, because we're ramping into new deployments. The Verizon business seems to be kind of at a bottom from a run rate standpoint. So if we do get any kind of movement there, it's going to be upside movement. Currently, the way we're looking at, that's kind dampening in our growth a little bit because we kind of happen to grow through some software in the Verizon business. But if you look at the other MoCA based service provider deployments, we have multiple log in there, all kind of in a ramp stage. So we feel pretty good about the future from that standpoint.",2.0,0.0,1,1.0,1.0,2.0
PM,Q3,2011,"Okay. And then lastly, circling back on Turkey. It looked like, from news reports, that PMI took basically TRY 2 per pack price increases, more than you needed perhaps in low-price but not enough to pass it through in premium. On a portfolio basis, is PMI roughly whole? Or is there a negative impact from simply not being able to pass through all of the increase in the premium segment, where PMI is very strong?","Well, I think I said earlier, if you have brands at the very lowest end of the market that have an allover need of TRY 0.7, whereas it's TRY 3 around at the premium end, then it's no longer a mathematical exercise and you have to protect your entire brand portfolio, which is what we did. But as I said earlier, I would still hope that there could be a second step in that story later, because the rational arguments are clearly on our side.",2.0,2.0,1,1.0,2.0,2.0
GIS,Q1,2015,"Okay. And then maybe a question for Don -- you or for John about the cost savings coming through this year. So with little softer sales in the first quarter, I know you kept your guidance in place for the year. Do you now expect a heavier degree of cost savings may be along those if you could -- I know we have $400 million, I think of HMM savings, $40 million overhead savings, so are there any project entry savings that have come through this year?","Minimal projects entry as John said, we’re going to be starting that effort this year. We’ll see significant savings starting in ‘16. We’re not making that a great deal this year. It’s mostly going to come from our overhead efforts. And obviously there is the ongoing both HMM efforts that we see within our COGS, within our overhead expenses. First, when we you start the year like we have, everyone is tightening their belt a bit from an admin standpoint. And the one thing I would notice is that we did see growth in our media support. So that's one area because we have good ideas to drive growth in some of our key segment and some of our key platforms. We haven't cut back. What we’re doing it is really an overhead in some of those project areas we discussed. We’re still targeting the $40 million for this year and it would be something larger in F‘16.",2.0,2.0,1,2.0,2.0,2.0
WBA,Q4,2019,"Okay. And then maybe just follow-up -- or second one. On the pilots, I know it's a little unclear when they're going to swing positive, but I just want to make sure I understand. Is the main concept of the contribution from those the LabCorp, the VillageMD, the stuff with Optum and Humana, is that foot traffic? Is it your percentage of the earnings of those entities themselves? How's the company going to benefit from those ventures?","A.J. I think just one additional thing. The here was quite important particularly in pharmacy. So, we are really looking to see -- convinced that having a general practitioner in a pharmacy alongside a pharmacist working together not only drives additional prescriptions and a wee which is completely legal, but also provides better patient care. And that combination will lead to new platforms in the future we've spoken about as we look to not just provide a digital care, but also digital care in the community.So, again, its early days, but we are very excited about this idea of doctor-led and pharmacist-enabled including that partnership going forward in that model, yes.",2.0,2.0,1,2.0,0.0,2.0
WBA,Q4,2019,"Okay. And then maybe just follow-up -- or second one. On the pilots, I know it's a little unclear when they're going to swing positive, but I just want to make sure I understand. Is the main concept of the contribution from those the LabCorp, the VillageMD, the stuff with Optum and Humana, is that foot traffic? Is it your percentage of the earnings of those entities themselves? How's the company going to benefit from those ventures?","It is a mix. Yes, it's a mix. Each one will be slightly different, but you could envisage that a fairly standard one would be -- there'll be a rental contribution because we're giving up space in the store. There's probably some element of a share of the total business that the supplier does in that case the partner does in that case.And then arguably the most important one is the foot traffic benefit where we have quite sophisticated models in the case of existing types of businesses. So, we know if there's a primary care. That's why we're testing these pilots. We're trying to see the uplifts on both retail and on scripts. So, you've got three sources of income in most cases.And when we say there isn't a contribution the FedEx agreement delivers favorable contribution already and we're already at full capacity basically. Already LabCorp on an income basis is positive. What's negative is we're investing capital every time we touch the store. So, it's more a cash flow negative. Some of these are neutral to positive already, but as we roll out the 600 LabCorp stores, there's capital being expanded to reset each of the stores.",2.0,2.0,1,2.0,2.0,2.0
OSUR,Q3,2020,"Okay. And then maybe just one last one if I could sneak it in. On that understand that there is some of the kind of time line dynamics that have adjusted. But when we think about running some of the trials in parallel, does delaying the professional test maybe push the over-the-counter or the prescription self-test closer to that initial time line? Is there any chance where you can kind of compress the gap between the two as you've had more time to develop some of the data and fine-tune things? Or is it still kind of the same sort of lag here that we might expect as you go from one to two to three?","Well the lag period is somewhat in our control as you can imagine with the design and resourcing of clinical trials, but it's somewhat out of our control because of course FDA makes the final call on the EUA approval process, right? So we're doing everything we can to ensure that there's minimal time between the EUA submissions and hopefully the approvals. We have evolved our thoughts thinking a lot about what it will take to accomplish these clinical trials and we'll make the investments we need to ensure that we shorten the time as much as possible. So I think that's been an evolving set of priorities for us since we spoke at our second quarter earnings call back in August. And so I think we're in a very good position there to minimize the amount of time overall and control what we can control.",2.0,2.0,0,2.0,2.0,2.0
RHT,Q3,2013,"Okay. And then maybe just one, I know it -- I don't want to get ahead of ourselves here on OpenStack. But, Jim, I'd love to know when we think of RHEL and what differentiated RHEL in the early days, you obviously had some support from some big players like IBM. But you did a lot of certification for workloads, and I think that really was a big piece of what differentiated RHEL. As you think about your flavor of supporting OpenStack, what do you think can differentiate Red Hat's position?","Well, certainly, I think a certified ecosystem is important. And one of the things that we have been uniquely successful doing is building enterprise versions of open source products on which people, whether those are hardware or software vendors, can certify. Recognize certification happens on bits, not on code. And so having an enterprise version on which people can certify is important. We're quite good at that. We're working very closely with a whole series of partners on our OpenStack certification program as we speak. You'll hear a lot more about that over the coming next several months.",2.0,2.0,1,1.0,0.0,2.0
SXC,Q1,2014,"Okay. And then my last question is just housekeeping. I know you're pushing some corporate overhead from the parent to the MLP, once you do all your dropdown, how much corporate overhead is leaving the parent and going to the MLP, do you think? If you could provide that.","And lastly, the right time to do it is when we consider dropdown transactions, because then the MLP, the complex committee as they approve a transaction, both costs are included in evaluation. So it's absolutely the right way to handle it and the right time to do it.",2.0,2.0,1,1.0,1.0,2.0
SXC,Q1,2014,"Okay. And then my last question is just housekeeping. I know you're pushing some corporate overhead from the parent to the MLP, once you do all your dropdown, how much corporate overhead is leaving the parent and going to the MLP, do you think? If you could provide that.","Sam, it may be a little bit too early to comment of that. I think what we would like to do is as we think about the parent without the operating assets, we want to get to something that's more nominal than what we retain today. Obviously, today, the retained corporate overhead is approximately $35 million. We're taking steps, as Fritz mentioned, to reduce that in view of selling the coal business. And then further, we've done a pretty in-depth assessment as to where we're spending our time, vis-à-vis, the operations and the GP, and really what we're trying to do is do a fair rational allocation of cost and reduction of cost, so that when we get to a parent that has no operating asset and you look at the retained corporate overhead, it makes sense.",2.0,1.0,1,1.0,2.0,2.0
DOV,Q2,2008,"Okay. And then on Triton, I mean it's been struggling for the last couple of years now. I mean why... I mean, I am sure you are now aware of that, but why this quarter? Why do you pull the trigger this quarter?",I think we have a viable buyer currently in place that allow us to move the process forward. And we're taking advantage of that opportunity and this just happens to be the time that it was all in place.,2.0,1.0,1,1.0,1.0,2.0
BGS,Q2,2014,"Okay. And then on some of the stuff you talked you talked about Dave, I think we have done some stuff on the non-GMO side, just within Pirate's and then I also think Polaner brand. Can you talk about how these initiatives were received by the consumer and any impact on costs on those initiatives as well?","Well the first audience we are doing this for is, isn't necessarily the consumers, the retailer. With the Polaner brand and with the snacks, we are trying to establish a point of difference with the Polaner brand to Smucker's preserved business. We actually tried to do this 10 years ago with the Polaner raw fruit line and say it was a non-GMO line and got called up by the FDA and got a nasty letter telling us stop doing that. World has changed, so now we are able to do it again. Too early to tell what the consumer responses, that's rolled out into distribution and we will see how consumers respond to that. On the snack side, we think we are going to have a much stronger and more immediate response, simply because people like Whole Foods, as you may probably know, have put out the edict that the product in Whole Foods will be non-GMO, and to the extent that Pirate's was not non-GMO, pretty much as we were taking the business over, Whole Foods stopped supporting our promotional activity -- at Whole Foods, until we transitioned to fully non-GMO product, which we have done as of the end of June, and we are running that product through the natural distribution channels now, and we would expect to get stronger promotional support from our natural food customers as a result of that, and therefore do more consumer sales as a result of that. So we have done the good work in terms of making the Pirate's line fully non-GMO for the natural channel. We still have a regular product line that's out in supermarkets that is not fully non-GMO, but we have addressed the concern from the natural channel point of view.",2.0,2.0,0,2.0,2.0,2.0
UHS,Q2,2012,"Okay. And then on the behavioral health side, obviously a very good trend there for 18 months or so that were above average is I guess the way we looked at them, which sort of came back down to earth a little bit this quarter. Can you point to anything in particular what they have changed and I guess what is your long-term growth outlook for that business at this stage?","Yeah, I think Tom that we have said a number of times that we think that going forward a reasonable growth rate, revenue growth rate in the behavioral division is probably in the 5%, 5.5% range and we have been pretty consistently meeting those targets. We were a little lower than that in Q2. As we looked at the detail of it I think we identified a number of facilities where because of ongoing either new construction projects or ongoing construction projects to convert residential to acute beds, we had to close down some capacity and we think that cost us maybe 50 or 60 or 70 basis points revenue growth in the second quarter. So I think when adjusted for that I think we feel like again that sort of 5%, 5.5% growth rate is reasonable, and the other piece is that beginning in July of 2012, the severe Medicaid reductions that we saw at this time last year of 3% to 4% moderate to something like flat to down 1% and so that’s a helpful comparison as well.",2.0,0.0,1,1.0,2.0,2.0
PLNR,Q2,2012,"Okay. And then on the last question, the large orders that were pushed out are those set to return in Q3?","We have captured couple of them already, and we have more than we are working on, it's just for whatever reason we had seen kind of pace of closing of deals in the second half of last calendar year, that when January rolled around. It just slowed and people took more time and things got delayed and couple of them were big projects that are linked to construction projects that had some delays. So, we are continuing to work those. We did not see a lot of losses in the quarter, and the big opportunity, most of them were delayed and so while I’d like to say yes everything is right back on track, I’m a little hesitant just because the last three months has thought us that the things are little bit slower than they were maybe six months ago. So, we have seen a couple of them come in already, we are working them and we are hearing good news about them, but we are being a little cautious about going out (inaudible) before we get them.",2.0,1.0,2,1.0,2.0,2.0
BBBY,Q2,2019,"Okay. And then on the store closures, can you just tell us about the timing of the 60, all weighted in the fourth quarter, how should we spread them out in our model?","They are weighted toward the fourth quarter, which is the typical timing of when we negotiate our leases.",2.0,1.0,1,1.0,0.0,2.0
PLNR,Q2,2012,"Okay. And then on your visibility, what are you seeing heading back into the back half of the year, what’s giving you confidence in being GAAP profitable by [two quarter]?","Well it's really all about getting the revenue line back up to higher point and as it relates to moving into this quarter, we started the quarter with a little more backlog as some of the orders we did get last quarter were for shipments in this quarter and so we entered this quarter with more backlog than we had last quarter. And we have seen the early part of the quarter order rate to be little stronger than what we have seen in the past and so, we are starting to see the orders come in to support an expectation of some higher order rate. And then on top of that as I mentioned we do have a couple of new products that will begin shipping here in the second half and so opportunities for that which are in general additive to the opportunities that we are working on now should enable us to grow the revenue sufficiently to get up above the breakeven point.",2.0,1.0,1,0.0,1.0,2.0
DOV,Q2,2008,"Okay. And then one more question just on the 12% plus growth guidance. That's on the new continuing ops number, correct? So as Crenlo comes back into the fold, that adds a few pennies?","Steve, one other clarification. You should anticipate that the third and fourth quarters will be more balanced as opposed to what you are talked about the sourcing on the seasonality.",2.0,1.0,1,1.0,1.0,2.0
DOV,Q2,2008,"Okay. And then one more question just on the 12% plus growth guidance. That's on the new continuing ops number, correct? So as Crenlo comes back into the fold, that adds a few pennies?","Well I think what we've done, Steve, is if you recall, last quarter as we did the guidance, we said 12% plus on the number that we have at that time. I think there is a 4% or... excuse me, a 2% change year-to-date. Certainly, that should be added to the numbers... $0.02, I'm sorry. Paul, do you have anything to add on that [ph]?",0.0,1.0,1,1.0,2.0,2.0
DOV,Q2,2008,"Okay. And then one more question just on the 12% plus growth guidance. That's on the new continuing ops number, correct? So as Crenlo comes back into the fold, that adds a few pennies?","Yes, just to clarify it a little bit Steve, the guidance that we're still holding to our guidance, which was off the 3.22 of last year and it is appropriate to add in $0.04 to this year for the Triton Crenlo discontinuation... re-continuation, for lack of a better word.",2.0,2.0,1,1.0,1.0,2.0
PM,Q3,2011,"Okay. And then secondly, Hermann, is the excise tax increase in Turkey the single most challenging one you're going to have to endure, looked at over the last several years, taking into account sort of the nature, the magnitude of the increase, the relative importance of the market, your performance in the market and so on?","Well, I mean, no, I wouldn't say that. It is, of course, disruptive, a disruptive excise increase. It is bad news. But a year ago, we have been discussing Mexico. I wouldn't make much of a difference between the 2 at the end of the day. What I would add and say on Turkey, well, I mean, this -- the excise increase is, of course, a problem for all the competitors. This excise increase is not benefiting the government. I'm convinced about this is not generating really for the mid- and long-term solid increased revenue base. The only one party benefiting from that would be people that sell at the very lowest end of the markets, which is not the international companies, at about TRY 4 per pack, because at that level, their allover need is only 1/4 of what it is at the premium end. This doesn't make sense for the government either. At the same time, we, of course, can expect now a steep reaction -- at least in the first months, a very steep reaction of the tax paid markets. We certainly can expect an increase in the illicit rate. These are all really straightforward, rational arguments which give me the hope that there could be a second step later in the process in this story.",2.0,2.0,1,1.0,2.0,2.0
DOV,Q2,2008,"Okay. And then the $0.03 net impact from synergies into the Q, you had mentioned though I think $0.02 of investments to achieve that. I mean how does that evolve, how is that $0.03 net evolved on over the balance of the year?",I think we have high confidence. I think we continue to see a little bit more challenging material prices than we anticipated as we made our statement early on. But we are not backing off of it.,2.0,1.0,1,2.0,1.0,2.0
DOV,Q2,2008,"Okay. And then the $0.03 net impact from synergies into the Q, you had mentioned though I think $0.02 of investments to achieve that. I mean how does that evolve, how is that $0.03 net evolved on over the balance of the year?",I would say that we anticipate continued progress when we talk about the original $40 million to $60 million over two years. That mathematically comes out to somewhere around $0.13 to $0.20. So we picked up a penny in the first quarter and $0.03 in the second. I would say you are likely to see something on the same order magnitude in the third quarter and the fourth quarter. Markem-Imaje will continue to be one of the principal drivers of that process. But there is a lot of activity in the same arena going on in other places like the Pump Solutions Group. So I think we feel confident that we are going to be well on track to achieving that kind of progress over two years.,2.0,1.0,1,1.0,2.0,2.0
LTRX,Q3,2015,"Okay. And then the last on before I jump back into queue. Just wondering if you could comment on your overall visibility, I know the capital spending is impacting some of your businesses now, but how confident are you with that looking at the second half of this calendar year that you could really see some nice growth?
","So typically, we see good design wins and we see good evaluations and basically good customer feedback to show with the new products or gaining traction. Much of our businesses through distribution sales, through distribution channels and we recognize revenue on self through. So very often, we don’t have a lot of visibility to with the final revenue number for any particularly quarters going to be until that quarter is over.

",2.0,2.0,0,1.0,0.0,2.0
IM,Q2,2007,"Okay. And then the last one is, can you just give a little color on DBL? Is that... I know that that's much more retail oriented than Avid is but can you talk about qualitatively what the margin structure is there and does is fit in with the Avid strategy or is it really a separate silo?","Okay, I think it's a good compliment overall to our consumer electronics strategy and when you take a look at the overall CE market what we've done in particular here in North America is really rounded out that offering with DBS. We've got out of it on the very high end home theater. We have got a lot of product in the IT and CE convergence space to our core Ingram Micro business.
DBL really does provide... I guess... provides us with I guess a couple of things: number one is it does fill in a lot of the accessories part of the CE offerings, some related to convergence, some not. And in addition to that it also brings us a lot of strength and independent retail. So it's a good mix, it's a good compliment to what we already have in product line. I think it's a great compliment in terms of the customer sets we are able to address and operating margins we didn't talk specifically about but as with the other adjacent businesses we've looked at obviously we are looking at net new markets that offer us with higher margin businesses both on the gross margin as well as operating margin lines.
",2.0,2.0,1,1.0,2.0,2.0
PM,Q1,2016,"Okay. And then the other question on FX was just when I looked at your guidance for the full year, the $0.15 favorability, there's some favorability on the yen movement, but it seems like some of the hedging that you put on also limits some of that impact. So, can you just remind us where you were hedged on the yen and what that impact would be for the balance of the year if you sort of look at the effect of yen?","Well, we had – well, at the beginning of the year, always when we give the hedge coverage, we're about a 70-or-so percent. So clearly, I mean, there might be a moment – and we always hedge, as you remember, 12 months to 18 months ahead. So, it's not 100% of the yen positions or cash flows which are hedged for this year, but a very, very significant portion of the yen projected cash flows are hedged. Maybe what's going to – what will help you is that some of the hedges are executed in the form of calls and put options, right, the collar option strategy, which not necessarily have to have an impact if we see the development of the year of the yen going outside the bracket. And only some of that is done for the forwards, okay? Forwards, obviously, you can't walk away. But with that collar options, you have some flexibility, so you can take an advantage of what is the spot rate can be.",2.0,2.0,0,1.0,2.0,2.0
RAIL,Q4,2013,"Okay. And then the – just looking at the breakdown of the $5.3 million in costs that was identified, I think you said $3.6 million was, was that purely of Shoals startup costs I may have missed that?","Yes, now that was a combinations but we haven’t broken out and we’re not breaking out the Danville call it, the Danville is idle currently, the Danville carrying cost as well as the Shoals startup cost. We haven’t broken those out, but of the $5.3 I think it was $3.6 in total for those two items. And the Shoals’ items the larger of that two and as I said, the Danville one drops pretty diametrically with the asset write-down, the impairment that you’re at.",2.0,2.0,1,1.0,1.0,2.0
KONA,Q1,2013,"Okay. And then timing on the new openings, are you looking at early Q4 to get two of those? Is there a chance if you get in by Thanksgiving, will they be pushed into Q1? And then kind of that third one, are you looking for that to be kind of an early Q1 opening next year?","Yes, for the third one, we are looking for a Q1 opening. As it relates to the two restaurants in Q4, we are committed to open them during the fourth quarter. So far we should start construction fairly soon and we have relatively aggressive construction planning anywhere from 140 to 148 days give or take. So, we feel pretty confident in our ability to open them during the full quarter, but I am not going to give more specific guidance other than what part of the quarter they may fall.",2.0,2.0,1,1.0,1.0,2.0
CTAS,Q1,2008,"Okay. And then turning focus to the European acquisition, moving forward, I mean, should we expect this to be a real foothold that you would relatively consistently look to a acquire your way throughout geographically… throughout Europe? Or is it rather this is kind of a just a toehold and you could let a half a year or even a year go by as you begin to understand the culture and financial dynamics of working over there without doing another acquisition?","Bruce, I would say we want to be sure that we don’t make the mistake and get too aggressive over there. But on the other hand, I would tell you that we are… we have got a list of potential candidates for acquisition and if we can meet with the sellers at reasonable prices, we are not afraid to acquire a few more operations because we have a lot of confidence and the management team that came with us, with the acquisition in the Netherlands and we feel that, if we find the right opportunity at the right prices, we will certainly move forward.",2.0,2.0,0,2.0,2.0,2.0
IM,Q2,2007,"Okay. And then what was the... if you pro formaed revenue for warranty expense, what would sales have been for the warranty changed?","You will hear on our release and other things, it had about a 5 percentage point impacts on the year-over-year growth for North America and roughly a 2 percentage impacts on the overall worldwide growth on a year-over-year basis.",2.0,2.0,1,1.0,2.0,2.0
WBA,Q4,2019,"Okay. And then when we think about the modern multi-channel strategy, you've announced a few months ago that you were going to close 200 stores in the U.S. Really when you think about the strategy that it's shaping out, when we think longer term over time, what is the type of the infrastructure? What's the size of the store infrastructure you think needed in the U.S. compared to existing?","It's Alex here Ricky. We don't see a lot of change. I've always been of the view that we can have roundabout 10,000 pharmacies probably more than we have today, although at different formats. So the format that we have today is really you see that a suburban drug store or the urban store that we have in the big cities, we're developing a small store pharmacy. We got about I think 30 or 40 now actively in the ground. And we're pleased with the results, lower cost more focus on pharmacy and OTC health care and obviously pick up as well. So we're developing that format. So we still got opportunities to fill in some networks.And going forward -- and I think also remember there are 65,000 pharmacies, thereabouts, in the U.S. today and they're coming down in number. So we believe that our efficient supply chain, the strength of our brand and the quality of our pharmacists and the support they're getting through the new IT infrastructures and digital capabilities we're investing in that we will be able to improve not just the efficiency of the pharmacy, but the quality of the care that we provide to patients and payers going forward and have more percent of the pharmacies in the U.S. over time.",2.0,2.0,1,2.0,2.0,2.0
IM,Q2,2007,"Okay. And then when will the SEC charge be finalized, you have an estimate for that?","Don't have an estimate. We have... as we've said in our July 2 notice on this, we've been in discussions with the SEC, we believe we've assessed the right figure and impact that this should have on the Company. It's up to them to come back to us in the coming months and that's really something that's not under our schedule. It's really determined by their pace of workload and everything else and case load that they have. So we're sitting on the sideline and we have done everything we feel that we can at this stage.",2.0,0.0,1,1.0,2.0,2.0
